Study,Author,Year,Journal,Study on NIS?,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,FunctionalGroup,Species,Classification STUDY,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Control,Treatment,Depth,Depthmeter,End (Y/N),Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Year (start),Month (start),Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded/Unshaded,Shading held constant,Source of data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2,Notes_3
Lee_2018,Lee,2018,Thesis,Y,4.616666667,,,4.063701104,2.65,,,4.838904835,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,4.616666667,,,4.063701104,1.666666667,,,1.505545305,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0.666666667,,,1.632993162,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.666666667,,,1.632993162,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Cryptosula pallasiana,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Cryptosula pallasiana,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Cryptosula pallasiana,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Cryptosula pallasiana,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.666666667,,,1.032795559,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,3.283333333,,,4.063701104,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,1,,,1.095445115,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,1,,,1.095445115,0.666666667,,,1.032795559,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,2,,,4.898979486,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,2.333333333,,,5.715476066,2,,,3.098386677,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,2.333333333,,,5.715476066,1.333333333,,,3.265986324,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,8,,,11.24277546,10.66666667,,,8.06639118,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,8,,,11.24277546,2,,,3.098386677,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,2,,,4.898979486,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,1,,,2.449489743,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.666666667,,,1.632993162,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,1,,,2.449489743,6,6,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,1.633333333,,,3.125166662,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,5.333333333,,,3.011090611,4.333333333,,,5.125101625,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,5.333333333,,,3.011090611,12.33333333,,,8.238122764,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,4,,,4,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,4,,,4,6.666666667,,,6.889605697,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,1.333333333,,,2.422120283,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,2.333333333,,,2.943920289,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,upfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,1.666666667,,,4.082482905,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,1.666666667,,,4.082482905,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0.666666667,,,1.032795559,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.666666667,,,1.032795559,0,,,0,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,3,,,2.75680975,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Bryozoans,Amathia,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,Zoobotryn in dataset,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,1.333333333,,,3.265986324,6,6,PercentageCover,Invertebrates,Bryozoans,Amathia,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,Zoobotryn in dataset,,
Lee_2018,Lee,2018,Thesis,Y,2.666666667,,,5.609515725,2.666666667,,,4.676180778,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides leachii,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,2.666666667,,,5.609515725,0.65,,,1.592168333,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides leachii,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,4.666666667,,,9.521904571,3.333333333,,,6.282250128,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides leachii,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,4.666666667,,,9.521904571,0,,,0,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides leachii,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0.666666667,,,1.032795559,3,,,4.147288271,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides leachii,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.666666667,,,1.032795559,0,,,0,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides leachii,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,3.3,,,4.066939882,2.633333333,,,3.201041497,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides leachii,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,3.3,,,4.066939882,0,,,0,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides leachii,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.666666667,,,1.632993162,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,6.55,,,13.32272495,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,1.666666667,,,3.204163958,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0,,,0,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,5.333333333,,,10.25020325,7.333333333,,,8.640987598,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,5.333333333,,,10.25020325,2.666666667,,,3.502380143,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,13.96666667,,,10.43871001,21.25,,,17.38962334,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,13.96666667,,,10.43871001,5.333333333,,,7.554248253,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0.666666667,,,1.632993162,0,,,0,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.666666667,,,1.632993162,0,,,0,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,1.333333333,,,3.265986324,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,upfacing,floating,,,,raw data supplied,Wood,Cement,,,,
