,Effect_ID,Study,Author,Year,Journal,Study.on.NIS.,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,TaxonomicGroup,Species,Classification.STUDY,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Control,Treatment,Depth,Depthmeter,End..Y.N.,Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Year..start.,Month..start.,Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded.Unshaded,Shading.held.constant,Source.of.data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2,Notes_3,Study_Experiment,Study_Location,Study_Experiment_Duration,Feature_Classification,Feature_TaxonomicGroup,TaxonomicGroup_Classification,Feature_TaxonomicGroup_Classification,Exp_ID,num_instances,Feature_Study,Feature_Study_Location,Feature_Study_Experiment_Duration,Feature_Species,Feature_Species_Classification,unique_types,reducedReplicatesControl,reducedReplicatesTreatment,yi,vi,Phylogeny
1048,807,Glasby and Connell_2001,Glasby and Connell,2001,MEPS,N,0.46875,NA,NA,0.427908248,1.875,NA,NA,1.419211103,5,5,PercentageCover,Invertebrates,Bryozoans,Bugula (genus in Opisthokonta),NIS,0.0225,0.0169,NA,Fixed,Floating,,,Y,Exp3,Sydney Harbour,7 months,212.9169,30.41668,7,1998,June,33.8462° S,151.2489° E,Australia,Movement,Concrete,horizontal,,"No, but always submersed (0.25m pontoon, 1.5 below MLWS reef)",Underside/Shaded,Yes,raw data supplied and used,,,,Site 3,,,Glasby and Connell_2001_Exp3,Glasby and Connell_2001_Sydney Harbour,Glasby and Connell_2001_Exp3_7 months,Movement_NIS,Movement_Bryozoans,Bryozoans_NIS,Movement_Bryozoans_NIS,416,2,Movement_Glasby and Connell_2001,Movement_Glasby and Connell_2001_Sydney Harbour,Movement_Glasby and Connell_2001_Exp3_7 months,Movement_Bugula neritina,Movement_Bugula neritina_NIS,1,5,5,0.695511293,0.708074845,Bugula (genus in Opisthokonta)
123,480,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,2.428571429,NA,NA,2.299068134,2.25,NA,NA,3.011881235,7,8,Abundance,Invertebrates,Bryozoans,Beania magellanica,N,0.0121,0.001936,NA,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_N,Substrate_Bryozoans,Bryozoans_N,Substrate_Bryozoans_N,975,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Beania magellanica,Substrate_Beania magellanica_N,2,3.5,4,-0.076372979,0.704027145,Beania magellanica
24,381,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.75,NA,NA,1.035098339,0.875,NA,NA,0.83452296,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,0.0121,0.001936,NA,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_N,Substrate_Barnacles,Barnacles_N,Substrate_Barnacles_N,971,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Austrobalanus imperator,Substrate_Austrobalanus imperator_N,2,4,4,0.15415068,0.703595724,Austrobalanus imperator
375,732,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,13,NA,NA,21.07808612,8,NA,NA,4.840306956,8,8,Abundance,Invertebrates,Polychaetes,Spirobranchus,N,0.0121,0.001936,NA,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,Pomatoceros in dataset,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Orientation_N,Orientation_Polychaetes,Polychaetes_N,Orientation_Polychaetes_N,1004,8,Orientation_Ushiama et al._2016,Orientation_Ushiama et al._2016_Sydney Harbour,Orientation_Ushiama et al._2016_Exp1_3 months,Orientation_Spirobranchus,Orientation_Spirobranchus_N,1,4,8,-0.485507816,0.702986317,Spirobranchus
122,479,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,3.5,NA,NA,2.563479778,2.875,NA,NA,4.323936698,8,8,Abundance,Invertebrates,Bryozoans,Beania magellanica,N,0.0121,0.001936,NA,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_N,Substrate_Bryozoans,Bryozoans_N,Substrate_Bryozoans_N,975,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Beania magellanica,Substrate_Beania magellanica_N,2,4,4,-0.196710294,0.69959823,Beania magellanica
632,1329,Al-Sofyani and Satheesh_2019,Al-Sofyani and Satheesh,2019,Oceanological and Hydrobiological Studies,N,0.0015,0,0,0.0017,1.71687,2.77108,1.05421,2.10842,4,4,Abundance,Invertebrates,Ascidians,Phallusia nigra,N,0.0225,0.0225,0.0225,upfacing,vertical,2m,2,Y,Exp2,Obhur Creek,4 weeks,28,4,NA,2017,February,21°4233.52N,39°545.71E,Saudi Arabia,Orientation,Arcylic,,,Yes,,No,Figure 2,,,Orientation_upvert,,,,Al-Sofyani and Satheesh_2019_Exp2,Al-Sofyani and Satheesh_2019_Obhur Creek,Al-Sofyani and Satheesh_2019_Exp2_4 weeks,Orientation_N,Orientation_Ascidians,Ascidians_N,Orientation_Ascidians_N,3,1,Orientation_Al-Sofyani and Satheesh_2019,Orientation_Al-Sofyani and Satheesh_2019_Obhur Creek,Orientation_Al-Sofyani and Satheesh_2019_Exp2_4 weeks,Orientation_Phallusia nigra,Orientation_Phallusia nigra_N,1,4,4,7.042793036,0.698144177,Phallusia nigra
211,568,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,5.5,NA,NA,5.398412465,6.25,NA,NA,8.430387214,8,8,Abundance,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.001936,NA,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,985,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Diplosoma,Substrate_Diplosoma_NIS,2,4,4,0.127833372,0.695707202,Diplosoma (genus in Bilateria)
2359,2359,Lee_2018,Lee,2018,Thesis,Y,31,NA,NA,20.02997753,21.28333333,NA,NA,15.11402219,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,Wood,Concrete,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,,Lee_2018_Exp7,Lee_2018_North Haven,Lee_2018_Exp7_13 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,809,4,Substrate_Lee_2018,Substrate_Lee_2018_North Haven,Substrate_Lee_2018_Exp7_13 weeks,Substrate_Diplosoma,Substrate_Diplosoma_NIS,1,3,6,-0.208218688,0.695351319,Diplosoma (genus in Bilateria)
2408,2408,Lee_2018,Lee,2018,Thesis,Y,43.63333333,NA,NA,22.81628074,42,NA,NA,31.89984326,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,NA,Wood,Polymer,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,,Lee_2018_Exp8,Lee_2018_North Haven,Lee_2018_Exp8_13 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,820,6,Substrate_Lee_2018,Substrate_Lee_2018_North Haven,Substrate_Lee_2018_Exp8_13 weeks,Substrate_Ciona intestinalis,Substrate_Ciona intestinalis_NIS,1,3,6,-0.023140271,0.68892848,Ciona intestinalis
1664,1664,Becker et al_2020/2021,Becker et al,NA,Marine EnvironmentalHelgoland Marine Research,N,0.666666667,NA,NA,0.577350269,4.333333333,NA,NA,1.154700538,3,3,PercentageCover,Invertebrates,Polychaetes,Spirobranchus,N,15x15cm,10x10cm,NA,upfacing,vertical,1.5m,1.5,,Exp5,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 5,,Becker et al_2020/2021_Exp5,Becker et al_2020/2021_JadeWeserPort,Becker et al_2020/2021_Exp5_12 months,Orientation_N,Orientation_Polychaetes,Polychaetes_N,Orientation_Polychaetes_N,97,2,Orientation_Becker et al_2020/2021,Orientation_Becker et al_2020/2021_JadeWeserPort,Orientation_Becker et al_2020/2021_Exp5_12 months,Orientation_Spirobranchus triqueter,Orientation_Spirobranchus triqueter_N,1,3,3,0.942127047,0.688745065,Spirobranchus
41,398,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Barnacles,Amphibalanus amphitrite,NIS,0.0121,0.001936,NA,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Barnacles,Barnacles_NIS,Substrate_Barnacles_NIS,965,24,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Amphibalanus amphitrite,Substrate_Amphibalanus amphitrite_NIS,2,3.5,4,0,0.688095238,Amphibalanus amphitrite
43,400,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Barnacles,Amphibalanus amphitrite,NIS,0.0121,0.001936,NA,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Barnacles,Barnacles_NIS,Substrate_Barnacles_NIS,965,24,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Amphibalanus amphitrite,Substrate_Amphibalanus amphitrite_NIS,2,3.5,4,0,0.688095238,Amphibalanus amphitrite
46,403,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Barnacles,Amphibalanus amphitrite,NIS,0.0121,0.001936,NA,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Barnacles,Barnacles_NIS,Substrate_Barnacles_NIS,965,24,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Amphibalanus amphitrite,Substrate_Amphibalanus amphitrite_NIS,2,3.5,4,0,0.688095238,Amphibalanus amphitrite
48,405,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Barnacles,Amphibalanus amphitrite,NIS,0.0121,0.001936,NA,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Barnacles,Barnacles_NIS,Substrate_Barnacles_NIS,965,24,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Amphibalanus amphitrite,Substrate_Amphibalanus amphitrite_NIS,2,3.5,4,0,0.688095238,Amphibalanus amphitrite
83,440,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Barnacles,Amphibalanus variegatus,N,0.0121,0.001936,NA,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_N,Substrate_Barnacles,Barnacles_N,Substrate_Barnacles_N,967,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Amphibalanus variegatus,Substrate_Amphibalanus variegatus_N,2,3.5,4,0,0.688095238,Amphibalanus variegatus
141,498,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Ascidians,Botrylloides leachii,NIS,0.0121,0.001936,NA,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,977,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Botrylloides leachii,Substrate_Botrylloides leachii_NIS,2,3.5,4,0,0.688095238,Botrylloides leachii
143,500,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Ascidians,Botrylloides leachii,NIS,0.0121,0.001936,NA,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,977,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Botrylloides leachii,Substrate_Botrylloides leachii_NIS,2,3.5,4,0,0.688095238,Botrylloides leachii
161,518,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.001936,NA,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,979,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Botryllus schlosseri,Substrate_Botryllus schlosseri_NIS,2,3.5,4,0,0.688095238,Botryllus schlosseri
163,520,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.001936,NA,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,979,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Botryllus schlosseri,Substrate_Botryllus schlosseri_NIS,2,3.5,4,0,0.688095238,Botryllus schlosseri
166,523,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.001936,NA,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,979,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Botryllus schlosseri,Substrate_Botryllus schlosseri_NIS,2,3.5,4,0,0.688095238,Botryllus schlosseri
201,558,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.001936,NA,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,985,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Diplosoma,Substrate_Diplosoma_NIS,2,3.5,4,0,0.688095238,Diplosoma (genus in Bilateria)
226,583,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Polychaetes,Galeolaria,N,0.0121,0.001936,NA,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_N,Substrate_Polychaetes,Polychaetes_N,Substrate_Polychaetes_N,987,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Galeolaria,Substrate_Galeolaria_N,2,3.5,4,0,0.688095238,Galeolaria
248,605,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Polychaetes,Hydroides,NIS,0.0121,0.001936,NA,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Polychaetes,Polychaetes_NIS,Substrate_Polychaetes_NIS,989,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Hydroides elegans,Substrate_Hydroides elegans_NIS,2,3.5,4,0,0.688095238,Hydroides
288,645,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Bryozoans,Microporella lunifera,N,0.0121,0.001936,NA,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_N,Substrate_Bryozoans,Bryozoans_N,Substrate_Bryozoans_N,993,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Microporella lunifera,Substrate_Microporella lunifera_N,2,3.5,4,0,0.688095238,Microporella lunifera
301,658,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Bryozoans,Mucropetraliella ellerii,N,0.0121,0.001936,NA,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_N,Substrate_Bryozoans,Bryozoans_N,Substrate_Bryozoans_N,995,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Mucropetraliella ellerii,Substrate_Mucropetraliella ellerii_N,2,3.5,4,0,0.688095238,Mucropetraliella ellerii
303,660,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Bryozoans,Mucropetraliella ellerii,N,0.0121,0.001936,NA,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_N,Substrate_Bryozoans,Bryozoans_N,Substrate_Bryozoans_N,995,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Mucropetraliella ellerii,Substrate_Mucropetraliella ellerii_N,2,3.5,4,0,0.688095238,Mucropetraliella ellerii
306,663,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.0015,NA,NA,0.0017,7,8,Abundance,Invertebrates,Bryozoans,Mucropetraliella ellerii,N,0.0121,0.001936,NA,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_N,Substrate_Bryozoans,Bryozoans_N,Substrate_Bryozoans_N,995,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Mucropetraliella ellerii,Substrate_Mucropetraliella ellerii_N,2,3.5,4,0,0.688095238,Mucropetraliella ellerii
243,600,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.0015,NA,NA,0.0017,0.875,NA,NA,0.991031209,7,8,Abundance,Invertebrates,Polychaetes,Hydroides,NIS,0.0121,0.001936,NA,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Polychaetes,Polychaetes_NIS,Substrate_Polychaetes_NIS,989,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Hydroides elegans,Substrate_Hydroides elegans_NIS,2,3.5,4,6.368758778,0.687683835,Hydroides
